0,0,-0.00665473248809576,-0.00665473248809576,21.9,21.9
0,1,-0.006803692132234573,-0.006803692132234573,22.666666666666668,22.666666666666668
0,2,-0.009058150928467512,-0.009058150928467512,17.0,17.0
0,3,-0.00691198231652379,-0.00691198231652379,22.555555555555557,22.555555555555557
0,4,-0.0074938350357115265,-0.0074938350357115265,18.363636363636363,18.363636363636363
0,5,-0.006035362835973501,-0.006035362835973501,28.666666666666668,28.666666666666668
0,6,-0.006369123607873917,-0.006369123607873917,23.77777777777778,23.77777777777778
0,7,-0.0068868337199091915,-0.0068868337199091915,21.2,21.2
1,0,-0.006846961937844754,-0.006750847212970257,21.9,21.9
1,1,-0.010716070141643285,-0.00875988113693893,18.90909090909091,20.78787878787879
1,2,-0.010400516306981444,-0.009729333617724479,20.8,18.9
1,3,-0.015464690886437893,-0.011188336601480841,22.4,22.477777777777778
1,4,-0.01363964080810547,-0.010566737921908497,19.636363636363637,19.0
1,5,-0.006715259002521634,-0.006375310919247567,20.7,24.683333333333334
1,6,-0.006666894163936376,-0.006518008885905147,18.818181818181817,21.2979797979798
1,7,-0.014901152905076742,-0.010893993312492967,22.666666666666668,21.933333333333334
2,0,-0.006616869661957026,-0.0067061880292991795,15.428571428571429,19.742857142857144
2,1,-0.006379157677292824,-0.007966306650390227,18.727272727272727,20.1010101010101
2,2,-0.010256999358534812,-0.00990522219799459,17.25,18.349999999999998
2,3,-0.007964781112968921,-0.010113818105310202,20.363636363636363,21.773063973063973
2,4,-0.00908399373292923,-0.010072489858915408,20.6,19.533333333333335
2,5,-0.006838028971105814,-0.006529550269866982,20.8,23.38888888888889
2,6,-0.006822289526462555,-0.00661943576609095,25.5,22.6986531986532
2,7,-0.01130963135510683,-0.011032539326697588,20.6,21.48888888888889
3,0,-0.0070105110295116905,-0.006782268779352308,19.0,19.557142857142857
3,1,-0.00788689386099577,-0.007946453453041614,29.125,22.357007575757578
3,2,-0.007084490358829498,-0.009200039238203317,27.75,20.7
3,3,-0.008663272578269243,-0.009751181723549962,26.0,22.82979797979798
3,4,-0.012444208282977343,-0.010665419464930891,25.625,21.05625
3,5,-0.006845072284340859,-0.006608430773485451,22.636363636363637,23.200757575757578
3,6,-0.006715046288445592,-0.0066433383966796105,23.555555555555557,22.91287878787879
3,7,-0.01788950487971306,-0.012746780714951457,30.857142857142858,23.830952380952382
4,0,-0.012277979962527752,-0.007881411015987397,20.3,19.705714285714286
4,1,-0.017256584577262403,-0.009808479677885772,26.77777777777778,23.241161616161616
4,2,-0.009835694916546345,-0.009327170373871922,29.875,22.535
4,3,-0.01651795068755746,-0.011104535516351462,26.25,23.513838383838383
4,4,-0.015147120878100395,-0.011561759747564793,29.625,22.77
4,5,-0.006778077129274607,-0.006642360044643282,24.11111111111111,23.382828282828285
4,6,-0.0068172886967659,-0.006678128456696869,20.3,22.39030303030303
4,7,-0.0148954126983881,-0.013176507111638786,29.0,24.864761904761906
5,0,-0.014672353584319352,-0.009013234777376056,20.9,19.9047619047619
5,1,-0.012650572415441274,-0.010282161800811688,56.25,28.74263468013468
5,2,-0.0053307883441448215,-0.008661106702250738,27.375,23.34166666666667
5,3,-0.01847695102915168,-0.012333271435151498,31.0,24.76153198653199
5,4,-0.008136014081537723,-0.01099080213656028,32.125,24.329166666666666
5,5,-0.006766046304255724,-0.006662974421245356,19.181818181818183,22.682659932659934
5,6,-0.006855042185634375,-0.006707614078186454,18.272727272727273,21.704040404040402
5,7,-0.01496798899024725,-0.013475087424740196,41.8,27.68730158730159
6,0,-0.012414568383246661,-0.009499139578214714,42.5,23.132653061224488
6,1,-0.010457052662968636,-0.010307146209691252,121.5,41.99368686868687
6,2,-0.0025397897697985172,-0.007786632854757564,36.166666666666664,25.173809523809524
6,3,-0.011045076511800289,-0.012149243588958468,59.0,29.652741702741704
6,4,-0.004479856789112091,-0.010060667086924824,39.833333333333336,26.54404761904762
6,5,-0.00684096897020936,-0.006688402213954499,28.5,23.513708513708515
6,6,-0.013220320409163832,-0.007638000696897508,20.0,21.46060606060606
6,7,-0.013367487117648125,-0.013459715952298472,71.66666666666667,33.97006802721089
