0,0,-0.005967935733497143,-0.005967935733497143,17.166666666666668,17.166666666666668
0,1,-0.006192763987928629,-0.006192763987928629,28.625,28.625
0,2,-0.008895473368465901,-0.008895473368465901,23.22222222222222,23.22222222222222
0,3,-0.005559506686404347,-0.005559506686404347,32.42857142857143,32.42857142857143
1,0,-0.006866760551929474,-0.006417348142713308,20.2,18.683333333333334
1,1,-0.0071817835792899135,-0.006687273783609272,23.666666666666668,26.145833333333336
1,2,-0.011106352973729371,-0.010000913171097636,18.181818181818183,20.7020202020202
1,3,-0.009410817548632622,-0.007485162117518485,32.125,32.276785714285715
2,0,-0.006811026390641928,-0.006548574225356182,20.181818181818183,19.182828282828282
2,1,-0.006750912871211767,-0.0067084868128101036,18.181818181818183,23.49116161616162
2,2,-0.010889784432947636,-0.010297203591714302,21.9,21.1013468013468
2,3,-0.007644959818571806,-0.007538428017869592,17.166666666666668,27.240079365079367
3,0,-0.011210985947400331,-0.007714177155867219,22.666666666666668,20.05378787878788
3,1,-0.006898716511204839,-0.006756044237408787,17.083333333333332,21.889204545454547
3,2,-0.019181305915117262,-0.012518229172565043,29.857142857142858,23.290295815295813
3,3,-0.008428194234147668,-0.007760869571939111,38.333333333333336,30.01339285714286
4,0,-0.015245313290506601,-0.009220404382795096,40.833333333333336,24.20969696969697
4,1,-0.013735793344676495,-0.00815199405886233,25.625,22.636363636363637
4,2,-0.01646084040403366,-0.013306751418858767,29.428571428571427,24.517950937950935
4,3,-0.016778512950986625,-0.009564398247748613,20.9,28.19071428571429
5,0,-0.010964907985180617,-0.009511154983192683,28.625,24.94558080808081
5,1,-0.010113341640681029,-0.008478885322498778,18.272727272727273,21.90909090909091
5,2,-0.020006724819540977,-0.014423413652305803,25.75,24.723292448292444
5,3,-0.01620972091332078,-0.010671952025343975,35.0,29.325595238095243
6,0,-0.010512466356158257,-0.009654199465044908,36.0,26.524783549783553
6,1,-0.010416193213313819,-0.008755643592615213,34.57142857142857,23.717996289424864
6,2,-0.008276626188308,-0.013545301157448975,82.33333333333333,32.95329828901257
6,3,-0.021689009573310613,-0.01224581738933921,32.57142857142857,29.789285714285718
7,0,-0.017217260599136353,-0.010599582106806338,41.2,28.35918560606061
7,1,-0.011021517589688301,-0.009038877842249349,26.375,24.050121753246753
7,2,-0.011302508134394883,-0.013264952029567212,55.2,35.734136002886004
7,3,-0.00910779694095254,-0.011853564833290876,59.6,33.515625
8,0,-0.009533016104251146,-0.010481074773189094,114.0,37.87483164983165
8,1,-0.019403668027371167,-0.010190521196151773,33.42857142857143,25.092171717171716
8,2,-0.008798589371144772,-0.012768689511964719,74.33333333333333,40.02293570626904
8,3,-0.012991374917328357,-0.011979988175961707,69.0,37.458333333333336
9,0,-0.007625858206301928,-0.010195553116500378,159.5,50.037348484848486
9,1,-0.018733123876154424,-0.011044781464152036,45.4,27.12295454545454
9,2,-0.007954642735421657,-0.012287284834310411,119.5,47.97064213564214
9,3,-0.00693090409040451,-0.011475079767405987,71.0,40.8125
10,0,-0.022018821723759175,-0.011270395717160268,200.0,63.67031680440771
10,1,-0.01016860119998455,-0.010965128712864085,43.5,28.61177685950413
10,2,-0.005900020711123943,-0.01170662445947528,129.5,55.382401941492844
10,3,-0.0105523481965065,-0.011391195079142397,91.66666666666667,45.43560606060606
11,0,-0.0028614573180675506,-0.010569650850569207,52.5,62.73945707070707
11,1,-0.008444160409271716,-0.010755048020898052,120.0,36.22746212121212
11,2,-0.011841319408267737,-0.011717849038541318,161.0,64.18386844636844
11,3,-0.005675744451582432,-0.010914907526845733,134.5,52.85763888888889
12,0,-0.014237962104380131,-0.010851828639323895,51.25,61.85565268065268
12,1,-0.0017037018202245235,-0.010058790620846244,102.5,41.325349650349644
12,2,-0.005906926654279232,-0.011270855008982696,105.0,67.32357087357087
12,3,-0.010407696943730116,-0.010875891328144531,138.5,59.445512820512825
13,0,-0.009991045482456684,-0.010790344128119094,73.66666666666667,62.69929653679653
13,1,-0.005245968326926231,-0.009715017599851956,124.33333333333333,47.25449134199134
13,2,-0.010141616500914098,-0.011190195115549225,128.0,71.65760152545866
13,3,-0.008071190398186445,-0.010675555547433239,66.5,59.949404761904766
14,0,-0.0023043051362037657,-0.01022460819532474,135.0,67.51934343434343
14,1,-0.008262933976948262,-0.009618212024991711,110.0,51.43752525252525
14,2,-0.014582052268087864,-0.011416318925718467,136.5,75.98042809042809
14,3,-0.007513687387108803,-0.010464764336744944,105.5,62.986111111111114
